fiscal_year,quarter,loan_type,metric,value,source_file,fiscal_period,total_outstanding_bn_all_types
2018,Q3,Stafford (Combined),dollars_outstanding_bn,752.1,PortfoliobyLoanType.xls,2018_Q3,2164.0
2018,Q3,Stafford (Combined),unique_recipients_mm,32.5,PortfoliobyLoanType.xls,2018_Q3,2164.0
2018,Q3,Grad PLUS,dollars_outstanding_bn,63.9,PortfoliobyLoanType.xls,2018_Q3,2164.0
2018,Q3,Grad PLUS,recipients_mm,1.2,PortfoliobyLoanType.xls,2018_Q3,2164.0
2018,Q3,Parent PLUS,dollars_outstanding_bn,86.7,PortfoliobyLoanType.xls,2018_Q3,2164.0
2018,Q3,Parent PLUS,recipients_mm,3.4,PortfoliobyLoanType.xls,2018_Q3,2164.0
2018,Q3,Perkins,dollars_outstanding_bn,7.4,PortfoliobyLoanType.xls,2018_Q3,2164.0
2018,Q3,Perkins,recipients_mm,2.4,PortfoliobyLoanType.xls,2018_Q3,2164.0
2018,Q3,Consolidation,dollars_outstanding_bn,501.9,PortfoliobyLoanType.xls,2018_Q3,2164.0
2018,Q3,Consolidation,recipients_mm,11.9,PortfoliobyLoanType.xls,2018_Q3,2164.0
2018,Q4,Stafford Subsidized,dollars_outstanding_bn,277.5,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Stafford Subsidized,recipients_mm,29.6,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Stafford Unsubsidized,dollars_outstanding_bn,489.6,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Stafford Unsubsidized,recipients_mm,28.7,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Stafford (Combined),dollars_outstanding_bn,767.1,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Stafford (Combined),unique_recipients_mm,33.1,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Grad PLUS,dollars_outstanding_bn,67.0,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Grad PLUS,recipients_mm,1.3,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Parent PLUS,dollars_outstanding_bn,89.9,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Perkins,dollars_outstanding_bn,7.1,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Perkins,recipients_mm,2.3,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Consolidation,dollars_outstanding_bn,508.0,PortfoliobyLoanType.xls,2018_Q4,2206.2
2018,Q4,Consolidation,recipients_mm,11.9,PortfoliobyLoanType.xls,2018_Q4,2206.2
2019,Q1,Stafford Subsidized,dollars_outstanding_bn,276.8,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Stafford Subsidized,recipients_mm,29.7,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Stafford Unsubsidized,dollars_outstanding_bn,490.9,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Stafford Unsubsidized,recipients_mm,28.8,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Stafford (Combined),dollars_outstanding_bn,767.7,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Stafford (Combined),unique_recipients_mm,33.3,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Grad PLUS,dollars_outstanding_bn,71.3,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Grad PLUS,recipients_mm,1.5,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Parent PLUS,dollars_outstanding_bn,89.8,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Perkins,dollars_outstanding_bn,6.9,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Perkins,recipients_mm,2.2,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Consolidation,dollars_outstanding_bn,515.6,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q1,Consolidation,recipients_mm,11.8,PortfoliobyLoanType.xls,2019_Q1,2219.0
2019,Q2,Stafford Subsidized,dollars_outstanding_bn,280.0,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Stafford Subsidized,recipients_mm,29.5,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Stafford Unsubsidized,dollars_outstanding_bn,503.5,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Stafford Unsubsidized,recipients_mm,28.7,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Stafford (Combined),dollars_outstanding_bn,783.5,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Stafford (Combined),unique_recipients_mm,33.1,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Grad PLUS,dollars_outstanding_bn,70.7,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Grad PLUS,recipients_mm,1.3,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Parent PLUS,dollars_outstanding_bn,93.9,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Parent PLUS,recipients_mm,3.5,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Perkins,dollars_outstanding_bn,6.6,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Perkins,recipients_mm,2.2,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Consolidation,dollars_outstanding_bn,521.8,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q2,Consolidation,recipients_mm,11.8,PortfoliobyLoanType.xls,2019_Q2,2260.0
2019,Q3,Stafford Subsidized,dollars_outstanding_bn,277.4,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Stafford Subsidized,recipients_mm,29.1,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Stafford Unsubsidized,dollars_outstanding_bn,504.2,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Stafford Unsubsidized,recipients_mm,28.3,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Stafford (Combined),dollars_outstanding_bn,781.6,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Stafford (Combined),unique_recipients_mm,32.6,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Grad PLUS,dollars_outstanding_bn,71.9,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Grad PLUS,recipients_mm,1.3,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Parent PLUS,dollars_outstanding_bn,92.9,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Parent PLUS,recipients_mm,3.5,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Perkins,dollars_outstanding_bn,6.3,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Perkins,recipients_mm,2.1,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Consolidation,dollars_outstanding_bn,528.4,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q3,Consolidation,recipients_mm,11.8,PortfoliobyLoanType.xls,2019_Q3,2262.7
2019,Q4,Stafford Subsidized,dollars_outstanding_bn,280.7,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Stafford Subsidized,recipients_mm,29.5,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Stafford Unsubsidized,dollars_outstanding_bn,516.0,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Stafford Unsubsidized,recipients_mm,28.9,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Stafford (Combined),dollars_outstanding_bn,796.7,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Stafford (Combined),unique_recipients_mm,33.2,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Grad PLUS,dollars_outstanding_bn,75.2,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Grad PLUS,recipients_mm,1.4,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Parent PLUS,dollars_outstanding_bn,96.1,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Perkins,dollars_outstanding_bn,6.1,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Perkins,recipients_mm,2.0,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Consolidation,dollars_outstanding_bn,536.1,PortfoliobyLoanType.xls,2019_Q4,2306.9
2019,Q4,Consolidation,recipients_mm,11.7,PortfoliobyLoanType.xls,2019_Q4,2306.9
2020,Q1,Stafford Subsidized,dollars_outstanding_bn,279.6,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Stafford Subsidized,recipients_mm,29.6,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Stafford Unsubsidized,dollars_outstanding_bn,516.3,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Stafford Unsubsidized,recipients_mm,28.9,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Stafford (Combined),dollars_outstanding_bn,795.8,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Stafford (Combined),unique_recipients_mm,33.2,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Grad PLUS,dollars_outstanding_bn,75.3,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Grad PLUS,recipients_mm,1.4,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Parent PLUS,dollars_outstanding_bn,95.6,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Perkins,dollars_outstanding_bn,5.9,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Perkins,recipients_mm,1.9,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Consolidation,dollars_outstanding_bn,542.4,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q1,Consolidation,recipients_mm,11.7,PortfoliobyLoanType.xls,2020_Q1,2310.8999999999996
2020,Q2,Stafford Subsidized,dollars_outstanding_bn,282.9,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Stafford Subsidized,recipients_mm,29.4,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Stafford Unsubsidized,dollars_outstanding_bn,528.5,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Stafford Unsubsidized,recipients_mm,28.8,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Stafford (Combined),dollars_outstanding_bn,811.4,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Stafford (Combined),unique_recipients_mm,33.0,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Grad PLUS,dollars_outstanding_bn,78.8,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Grad PLUS,recipients_mm,1.4,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Parent PLUS,dollars_outstanding_bn,99.4,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Parent PLUS,recipients_mm,3.5,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Perkins,dollars_outstanding_bn,5.6,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Perkins,recipients_mm,1.9,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Consolidation,dollars_outstanding_bn,547.7,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q2,Consolidation,recipients_mm,11.6,PortfoliobyLoanType.xls,2020_Q2,2354.3
2020,Q3,Stafford Subsidized,dollars_outstanding_bn,282.3,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Stafford Subsidized,recipients_mm,29.1,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Stafford Unsubsidized,dollars_outstanding_bn,529.1,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Stafford Unsubsidized,recipients_mm,28.6,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Stafford (Combined),dollars_outstanding_bn,811.4,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Stafford (Combined),unique_recipients_mm,32.8,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Grad PLUS,dollars_outstanding_bn,79.5,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Grad PLUS,recipients_mm,1.4,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Parent PLUS,dollars_outstanding_bn,98.3,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Parent PLUS,recipients_mm,3.5,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Perkins,dollars_outstanding_bn,5.4,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Perkins,recipients_mm,1.8,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Consolidation,dollars_outstanding_bn,550.2,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q3,Consolidation,recipients_mm,11.6,PortfoliobyLoanType.xls,2020_Q3,2356.2
2020,Q4,Stafford Subsidized,dollars_outstanding_bn,285.7,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Stafford Subsidized,recipients_mm,29.6,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Stafford Unsubsidized,dollars_outstanding_bn,539.8,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Stafford Unsubsidized,recipients_mm,29.2,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Stafford (Combined),dollars_outstanding_bn,825.5,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Stafford (Combined),unique_recipients_mm,33.4,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Grad PLUS,dollars_outstanding_bn,82.8,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Grad PLUS,recipients_mm,1.5,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Parent PLUS,dollars_outstanding_bn,100.8,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Perkins,dollars_outstanding_bn,5.2,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Perkins,recipients_mm,1.7,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Consolidation,dollars_outstanding_bn,552.1,PortfoliobyLoanType.xls,2020_Q4,2391.9
2020,Q4,Consolidation,recipients_mm,11.5,PortfoliobyLoanType.xls,2020_Q4,2391.9
2021,Q1,Stafford Subsidized,dollars_outstanding_bn,285.2,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Stafford Subsidized,recipients_mm,29.6,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Stafford Unsubsidized,dollars_outstanding_bn,539.4,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Stafford Unsubsidized,recipients_mm,29.3,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Stafford (Combined),dollars_outstanding_bn,824.6,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Stafford (Combined),unique_recipients_mm,33.5,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Grad PLUS,dollars_outstanding_bn,82.7,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Grad PLUS,recipients_mm,1.5,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Parent PLUS,dollars_outstanding_bn,100.3,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Perkins,dollars_outstanding_bn,4.9,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Perkins,recipients_mm,1.7,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Consolidation,dollars_outstanding_bn,552.6,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q1,Consolidation,recipients_mm,11.5,PortfoliobyLoanType.xls,2021_Q1,2389.7
2021,Q2,Stafford Subsidized,dollars_outstanding_bn,289.8,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Stafford Subsidized,recipients_mm,29.6,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Stafford Unsubsidized,dollars_outstanding_bn,552.7,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Stafford Unsubsidized,recipients_mm,29.4,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Stafford (Combined),dollars_outstanding_bn,842.5,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Stafford (Combined),unique_recipients_mm,33.6,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Grad PLUS,dollars_outstanding_bn,86.3,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Grad PLUS,recipients_mm,1.5,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Parent PLUS,dollars_outstanding_bn,103.6,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Perkins,dollars_outstanding_bn,4.7,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Perkins,recipients_mm,1.6,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Consolidation,dollars_outstanding_bn,554.7,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q2,Consolidation,recipients_mm,11.4,PortfoliobyLoanType.xls,2021_Q2,2434.3
2021,Q3,Stafford Subsidized,dollars_outstanding_bn,288.7,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Stafford Subsidized,recipients_mm,29.5,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Stafford Unsubsidized,dollars_outstanding_bn,553.5,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Stafford Unsubsidized,recipients_mm,29.3,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Stafford (Combined),dollars_outstanding_bn,842.2,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Stafford (Combined),unique_recipients_mm,33.5,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Grad PLUS,dollars_outstanding_bn,87.3,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Grad PLUS,recipients_mm,1.5,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Parent PLUS,dollars_outstanding_bn,102.8,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Perkins,dollars_outstanding_bn,4.3,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Perkins,recipients_mm,1.6,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Consolidation,dollars_outstanding_bn,554.5,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q3,Consolidation,recipients_mm,11.3,PortfoliobyLoanType.xls,2021_Q3,2433.3
2021,Q4,Stafford Subsidized,dollars_outstanding_bn,291.5,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Stafford Subsidized,recipients_mm,30.0,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Stafford Unsubsidized,dollars_outstanding_bn,563.5,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Stafford Unsubsidized,recipients_mm,30.0,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Stafford (Combined),dollars_outstanding_bn,855.0,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Stafford (Combined),unique_recipients_mm,34.2,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Grad PLUS,dollars_outstanding_bn,90.7,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Grad PLUS,recipients_mm,1.6,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Parent PLUS,dollars_outstanding_bn,105.4,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Parent PLUS,recipients_mm,3.7,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Perkins,dollars_outstanding_bn,4.4,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Perkins,recipients_mm,1.5,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Consolidation,dollars_outstanding_bn,555.1,PortfoliobyLoanType.xls,2021_Q4,2465.6
2021,Q4,Consolidation,recipients_mm,11.3,PortfoliobyLoanType.xls,2021_Q4,2465.6
2022,Q1,Stafford Subsidized,dollars_outstanding_bn,290.9,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Stafford Subsidized,recipients_mm,30.1,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Stafford Unsubsidized,dollars_outstanding_bn,562.5,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Stafford Unsubsidized,recipients_mm,30.1,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Stafford (Combined),dollars_outstanding_bn,853.4,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Stafford (Combined),unique_recipients_mm,34.3,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Grad PLUS,dollars_outstanding_bn,90.6,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Grad PLUS,recipients_mm,1.6,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Parent PLUS,dollars_outstanding_bn,104.8,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Parent PLUS,recipients_mm,3.7,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Perkins,dollars_outstanding_bn,4.2,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Perkins,recipients_mm,1.5,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Consolidation,dollars_outstanding_bn,553.3,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q1,Consolidation,recipients_mm,11.2,PortfoliobyLoanType.xls,2022_Q1,2459.7
2022,Q2,Stafford Subsidized,dollars_outstanding_bn,293.1,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Stafford Subsidized,recipients_mm,29.8,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Stafford Unsubsidized,dollars_outstanding_bn,571.9,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Stafford Unsubsidized,recipients_mm,29.9,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Stafford (Combined),dollars_outstanding_bn,864.9,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Stafford (Combined),unique_recipients_mm,34.0,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Grad PLUS,dollars_outstanding_bn,94.0,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Grad PLUS,recipients_mm,1.6,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Parent PLUS,dollars_outstanding_bn,107.3,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Perkins,dollars_outstanding_bn,4.2,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Perkins,recipients_mm,1.4,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Consolidation,dollars_outstanding_bn,549.2,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q2,Consolidation,recipients_mm,11.0,PortfoliobyLoanType.xls,2022_Q2,2484.6
2022,Q3,Stafford Subsidized,dollars_outstanding_bn,291.9,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Stafford Subsidized,recipients_mm,29.7,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Stafford Unsubsidized,dollars_outstanding_bn,571.5,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Stafford Unsubsidized,recipients_mm,29.8,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Stafford (Combined),dollars_outstanding_bn,863.3,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Stafford (Combined),unique_recipients_mm,33.9,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Grad PLUS,dollars_outstanding_bn,94.9,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Grad PLUS,recipients_mm,1.6,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Parent PLUS,dollars_outstanding_bn,106.3,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Parent PLUS,recipients_mm,3.6,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Perkins,dollars_outstanding_bn,4.0,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Perkins,recipients_mm,1.3,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Consolidation,dollars_outstanding_bn,548.7,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q3,Consolidation,recipients_mm,10.9,PortfoliobyLoanType.xls,2022_Q3,2480.6
2022,Q4,Stafford Subsidized,dollars_outstanding_bn,294.3,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Stafford Subsidized,recipients_mm,30.2,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Stafford Unsubsidized,dollars_outstanding_bn,579.3,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Stafford Unsubsidized,recipients_mm,30.5,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Stafford (Combined),dollars_outstanding_bn,873.6,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Stafford (Combined),unique_recipients_mm,34.6,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Grad PLUS,dollars_outstanding_bn,97.9,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Grad PLUS,recipients_mm,1.7,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Parent PLUS,dollars_outstanding_bn,108.5,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Parent PLUS,recipients_mm,3.7,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Perkins,dollars_outstanding_bn,3.9,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Perkins,recipients_mm,1.3,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Consolidation,dollars_outstanding_bn,550.6,PortfoliobyLoanType.xls,2022_Q4,2508.1
2022,Q4,Consolidation,recipients_mm,10.9,PortfoliobyLoanType.xls,2022_Q4,2508.1
